subid,counter,trialtype,percentage,colorasked,searchtype,targetshape,targetcolor,targetword,distractorshape1,distractorshape2,distractorcolor,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore
11,1,6,50,true,monochrome,1,blue,blicket,15,14,purple,6/16/2019,13:37,6932,3889,3,2,"0
"
11,2,3,100,false,polychrome,13,blue,dax,4,17,red,6/16/2019,13:37,6929,3383,4,2,"0
"
11,3,1,100,false,contrast,20,green,wug,9,8,purple,6/16/2019,13:38,7399,2612,4,3,"0
"
11,4,4,50,true,polychrome,21,blue,toma,19,11,red,6/16/2019,13:38,7490,3678,4,1,"0
"
11,5,2,50,true,contrast,24,red,sprock,18,5,green,6/16/2019,13:38,7552,3248,3,4,"0
"
11,6,5,100,false,monochrome,23,green,gade,16,10,blue,6/16/2019,13:38,7074,2399,3,2,"0
"
11,7,0,100,false,attncheck,23,green,gade,16,10,blue,6/16/2019,13:38,7074,2399,3,2,"5
"
104,1,6,30,true,monochrome,20,blue,blicket,24,5,red,6/16/2019,15:40,15646,20669,3,2,"0
"
104,2,1,11,false,contrast,18,green,wug,7,2,purple,6/16/2019,15:40,9976,8030,4,3,"0
"
104,3,3,50,false,polychrome,4,purple,sprock,17,21,blue,6/16/2019,15:40,10714,9393,3,1,"0
"
104,4,2,40,true,contrast,11,purple,gade,9,19,green,6/16/2019,15:41,7783,9347,4,3,"0
"
104,5,4,30,true,polychrome,22,red,toma,13,16,green,6/16/2019,15:41,9074,5391,3,1,"0
"
104,6,5,45,false,monochrome,3,blue,dax,10,23,purple,6/16/2019,15:41,9869,4207,3,2,"0
"
104,7,0,45,false,attncheck,3,blue,dax,10,23,purple,6/16/2019,15:41,9869,4207,3,2,"6
"
98,1,3,52,false,polychrome,2,purple,wug,23,22,blue,6/16/2019,16:20,8551,4008,4,1,"0
"
98,2,2,49,true,contrast,11,purple,blicket,10,8,red,6/16/2019,16:20,6946,2754,4,3,"0
"
98,3,4,39,true,polychrome,4,red,toma,12,6,green,6/16/2019,16:21,10146,2951,4,1,"0
"
98,4,6,64,true,monochrome,13,blue,dax,24,20,purple,6/16/2019,16:21,7527,2610,4,2,"0
"
98,5,5,52,false,monochrome,5,green,sprock,21,16,blue,6/16/2019,16:21,7266,2448,3,2,"0
"
98,6,1,92,false,contrast,17,purple,gade,15,7,green,6/16/2019,16:21,7130,4146,3,4,"0
"
98,7,0,92,false,attncheck,17,purple,gade,15,7,green,6/16/2019,16:21,7130,4146,3,4,"8
"
9,1,5,25,false,monochrome,16,purple,wug,4,9,green,6/16/2019,15:24,13080,16254,4,2,"0
"
9,2,6,15,true,monochrome,21,green,dax,3,1,red,6/16/2019,15:25,12265,7514,4,1,"0
"
9,3,1,35,false,contrast,20,blue,gade,18,19,red,6/16/2019,15:25,9076,7397,4,3,"0
"
9,4,2,50,true,contrast,2,purple,sprock,23,13,red,6/16/2019,15:25,8597,7245,4,3,"0
"
9,5,4,30,true,polychrome,22,red,blicket,12,17,blue,6/16/2019,15:25,8172,5342,3,1,"0
"
9,6,3,40,false,polychrome,15,red,toma,10,7,green,6/16/2019,15:26,8670,4318,4,2,"0
"
9,7,0,40,false,attncheck,15,red,toma,10,7,green,6/16/2019,15:26,8670,4318,4,2,"8
"
96,1,2,50,true,contrast,2,red,blicket,13,7,purple,6/16/2019,16:23,12156,11222,4,3,"0
"
96,2,6,50,true,monochrome,21,blue,gade,11,14,purple,6/16/2019,16:24,11962,10058,4,2,"0
"
96,3,3,50,false,polychrome,1,blue,dax,22,16,purple,6/16/2019,16:24,11181,8529,4,2,"0
"
96,4,1,50,false,contrast,4,green,sprock,23,24,blue,6/16/2019,16:24,10805,11718,3,4,"0
"
96,5,5,50,false,monochrome,12,green,wug,8,15,red,6/16/2019,16:25,9940,7276,3,1,"0
"
96,6,4,50,true,polychrome,20,red,toma,18,9,blue,6/16/2019,16:25,8855,4832,4,2,"0
"
96,7,0,50,true,attncheck,20,red,toma,18,9,blue,6/16/2019,16:25,8855,4832,4,2,"7
"
50,1,1,50,false,contrast,22,blue,wug,16,4,red,6/16/2019,15:38,13299,5905,3,4,"0
"
50,2,5,34,false,monochrome,18,blue,dax,6,20,green,6/16/2019,15:38,9895,3540,3,2,"0
"
50,3,2,18,true,contrast,7,purple,toma,5,1,green,6/16/2019,15:38,6864,3774,3,4,"0
"
50,4,6,23,true,monochrome,10,green,gade,14,11,blue,6/16/2019,15:38,8151,4025,3,1,"0
"
50,5,4,23,true,polychrome,8,purple,sprock,15,24,green,6/16/2019,15:39,7160,3390,3,2,"0
"
50,6,3,32,false,polychrome,13,red,blicket,17,9,green,6/16/2019,15:39,9385,2947,4,1,"0
"
50,7,0,32,false,attncheck,13,red,blicket,17,9,green,6/16/2019,15:39,9385,2947,4,1,"7
"
10,1,1,35,false,contrast,7,blue,blicket,13,1,purple,6/16/2019,16:37,14808,6478,3,4,"0
"
10,2,5,50,false,monochrome,14,blue,gade,18,10,red,6/16/2019,16:37,16268,5753,3,2,"0
"
10,3,3,28,false,polychrome,3,purple,toma,19,12,red,6/16/2019,16:38,15086,2419,3,2,"0
"
10,4,2,36,true,contrast,4,red,sprock,2,8,purple,6/16/2019,16:38,9098,3173,3,4,"0
"
10,5,6,39,true,monochrome,23,green,dax,17,24,blue,6/16/2019,16:38,8036,3257,4,1,"0
"
10,6,4,45,true,polychrome,22,purple,wug,9,20,red,6/16/2019,16:39,31709,8090,3,1,"0
"
10,7,0,45,true,attncheck,22,purple,wug,9,20,red,6/16/2019,16:39,31709,8090,3,1,"7
"
55,1,5,65,false,monochrome,17,green,wug,4,22,purple,6/16/2019,16:36,15191,9833,4,1,"0
"
55,2,6,60,true,monochrome,19,red,blicket,13,24,green,6/16/2019,16:36,9196,9606,3,1,"0
"
55,3,2,45,true,contrast,2,purple,toma,21,11,blue,6/16/2019,16:37,8636,6483,4,3,"0
"
55,4,3,55,false,polychrome,16,blue,sprock,10,7,red,6/16/2019,16:37,9422,9625,3,1,"0
"
55,5,4,60,true,polychrome,14,red,gade,23,18,green,6/16/2019,16:37,10395,5749,4,1,"0
"
55,6,1,55,false,contrast,15,purple,dax,20,6,blue,6/16/2019,16:38,10246,5327,4,3,"0
"
55,7,0,55,false,attncheck,15,purple,dax,20,6,blue,6/16/2019,16:38,10246,5327,4,3,"8
"
107,1,4,49,true,polychrome,10,red,wug,23,24,blue,6/16/2019,16:21,27046,11332,4,1,"0
"
107,2,6,50,true,monochrome,11,red,dax,17,19,blue,6/16/2019,16:21,18011,9524,4,2,"0
"
107,3,5,71,false,monochrome,16,green,gade,21,3,purple,6/16/2019,16:22,11691,11957,3,2,"0
"
107,4,1,69,false,contrast,12,red,toma,2,14,blue,6/16/2019,16:22,10741,5136,4,3,"0
"
107,5,2,42,true,contrast,13,red,blicket,8,5,blue,6/16/2019,16:22,10632,4236,3,4,"0
"
107,6,3,74,false,polychrome,6,green,sprock,22,4,blue,6/16/2019,16:22,9523,2748,4,1,"0
"
107,7,0,74,false,attncheck,6,green,sprock,22,4,blue,6/16/2019,16:22,9523,2748,4,1,"6
"
106,1,1,70,false,contrast,16,red,toma,5,17,purple,6/16/2019,16:54,15486,17144,4,3,"0
"
106,2,5,33,false,monochrome,4,blue,blicket,20,12,purple,6/16/2019,16:54,10430,8493,4,1,"0
"
106,3,4,58,true,polychrome,2,green,dax,11,19,red,6/16/2019,16:55,11487,7783,4,1,"0
"
106,4,2,45,true,contrast,22,green,sprock,21,6,red,6/16/2019,16:55,8974,6679,4,3,"0
"
106,5,3,66,false,polychrome,23,purple,wug,10,3,blue,6/16/2019,16:55,9587,5228,4,2,"0
"
106,6,6,21,true,monochrome,24,purple,gade,18,1,green,6/16/2019,16:56,11479,6034,3,1,"0
"
106,7,0,21,true,attncheck,24,purple,gade,18,1,green,6/16/2019,16:56,11479,6034,3,1,"6
"
18,1,6,40,true,monochrome,24,green,toma,7,12,red,6/16/2019,15:24,15028,17597,3,1,"0
"
18,2,2,60,true,contrast,9,green,dax,5,3,red,6/16/2019,15:24,13117,9386,4,3,"0
"
18,3,3,50,false,polychrome,21,blue,sprock,6,15,purple,6/16/2019,15:25,10708,13154,4,2,"0
"
18,4,5,70,false,monochrome,14,red,blicket,10,19,green,6/16/2019,15:25,10755,9680,4,1,"0
"
18,5,4,40,true,polychrome,4,purple,gade,16,22,green,6/16/2019,15:25,11595,7402,3,2,"0
"
18,6,1,75,false,contrast,18,purple,wug,11,1,red,6/16/2019,15:26,11116,8548,4,3,"0
"
18,7,0,75,false,attncheck,18,purple,wug,11,1,red,6/16/2019,15:26,11116,8548,4,3,"8
"
16,1,4,23,true,polychrome,17,purple,blicket,15,23,green,6/16/2019,16:40,11356,8990,3,2,"0
"
16,2,3,69,false,polychrome,5,green,wug,14,2,red,6/16/2019,16:41,9679,5678,3,2,"0
"
16,3,6,26,true,monochrome,18,blue,dax,7,20,green,6/16/2019,16:41,11735,4470,4,2,"0
"
16,4,1,59,false,contrast,11,purple,toma,21,8,red,6/16/2019,16:41,10416,4647,4,3,"0
"
16,5,5,19,false,monochrome,22,blue,gade,19,6,purple,6/16/2019,16:41,7593,4823,4,2,"0
"
16,6,2,19,true,contrast,12,blue,sprock,16,9,red,6/16/2019,16:42,9566,4181,4,3,"0
"
16,7,0,19,true,attncheck,12,blue,sprock,16,9,red,6/16/2019,16:42,9566,4181,4,3,"6
"
97,1,1,0,false,contrast,2,green,dax,21,23,red,6/16/2019,16:24,19114,20549,3,4,"0
"
97,2,3,0,false,polychrome,20,red,toma,7,17,green,6/16/2019,16:24,22149,9131,3,1,"0
"
97,3,6,0,true,monochrome,22,purple,blicket,9,5,red,6/16/2019,16:25,12438,9782,4,1,"0
"
97,4,4,0,true,polychrome,19,green,sprock,4,13,red,6/16/2019,16:25,10050,8812,3,1,"0
"
97,5,2,0,true,contrast,14,red,gade,15,11,blue,6/16/2019,16:25,7156,7933,3,4,"0
"
97,6,5,0,false,monochrome,3,blue,wug,6,12,red,6/16/2019,16:26,66275,4754,4,1,"0
"
97,7,0,0,false,attncheck,3,blue,wug,6,12,red,6/16/2019,16:26,66275,4754,4,1,"5
"
