subid,counter,trialtype,percentage,sizeasked,searchtype,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore
86,1,1,28,false,contrast,15,red,big,wug,1,6,small,6/16/2019,16:28,10521,7000,4,3,"0
"
86,2,5,53,false,samesize,20,green,small,blicket,12,18,big,6/16/2019,16:29,8476,3394,4,1,"0
"
86,3,4,71,true,differentsizes,24,blue,big,gade,3,4,small,6/16/2019,16:29,7169,3785,4,2,"0
"
86,4,3,35,false,differentsizes,13,purple,small,dax,19,9,big,6/16/2019,16:29,6974,3288,4,1,"0
"
86,5,2,45,true,contrast,7,green,big,toma,17,16,small,6/16/2019,16:29,6830,3288,3,4,"0
"
86,6,6,42,true,samesize,10,red,small,sprock,21,23,big,6/16/2019,16:29,6761,2909,4,1,"0
"
86,7,0,42,true,attncheck,10,red,small,sprock,21,23,big,6/16/2019,16:29,6761,2909,4,1,"7
"
76,1,3,12,false,differentsizes,3,blue,small,dax,1,9,big,6/16/2019,16:19,12419,12959,4,1,"0
"
76,2,1,9,false,contrast,18,green,small,gade,22,6,big,6/16/2019,16:19,9803,4813,4,3,"0
"
76,3,4,18,true,differentsizes,12,green,big,blicket,14,5,small,6/16/2019,16:19,7121,5849,3,1,"0
"
76,4,6,19,true,samesize,17,blue,big,sprock,11,23,small,6/16/2019,16:19,8906,3775,3,2,"0
"
76,5,5,21,false,samesize,10,blue,big,wug,7,13,small,6/16/2019,16:20,7750,3729,3,1,"0
"
76,6,2,20,true,contrast,2,red,big,toma,8,21,small,6/16/2019,16:20,6917,5294,3,4,"0
"
76,7,0,20,true,attncheck,2,red,big,toma,8,21,small,6/16/2019,16:20,6917,5294,3,4,"8
"
103,1,1,50,false,contrast,22,green,big,wug,12,13,small,6/16/2019,16:18,15854,9182,4,3,"0
"
103,2,2,50,true,contrast,24,blue,small,blicket,5,8,big,6/16/2019,16:18,9669,7398,4,3,"0
"
103,3,5,50,false,samesize,9,blue,small,gade,11,7,big,6/16/2019,16:19,10522,7127,4,2,"0
"
103,4,3,50,false,differentsizes,1,purple,small,toma,2,3,big,6/16/2019,16:19,9774,4286,3,1,"0
"
103,5,6,50,true,samesize,19,blue,small,dax,14,16,big,6/16/2019,16:19,10278,5537,3,2,"0
"
103,6,4,50,true,differentsizes,15,blue,small,sprock,20,10,big,6/16/2019,16:19,8777,6676,3,2,"0
"
103,7,0,50,true,attncheck,15,blue,small,sprock,20,10,big,6/16/2019,16:19,8777,6676,3,2,"8
"
94,1,5,20,false,samesize,6,purple,big,wug,4,23,small,6/16/2019,15:35,105686,31337,3,2,"0
"
94,2,1,25,false,contrast,5,purple,big,sprock,18,2,small,6/16/2019,15:36,13466,15846,3,4,"0
"
94,3,6,45,true,samesize,9,blue,big,blicket,11,8,small,6/16/2019,15:36,13428,15226,3,2,"0
"
94,4,3,30,false,differentsizes,13,purple,big,toma,3,14,small,6/16/2019,15:37,10271,7496,4,2,"0
"
94,5,4,50,true,differentsizes,19,green,big,gade,22,17,small,6/16/2019,15:37,8062,12902,4,1,"0
"
94,6,2,25,true,contrast,12,purple,small,dax,7,16,big,6/16/2019,15:37,9742,13119,4,3,"0
"
94,7,0,25,true,attncheck,12,purple,small,dax,7,16,big,6/16/2019,15:37,9742,13119,4,3,"6
"
73,1,3,44,false,differentsizes,7,blue,big,dax,8,15,small,6/16/2019,16:46,53339,18639,4,2,"0
"
73,2,1,20,false,contrast,4,red,small,sprock,20,12,big,6/16/2019,16:47,12203,5653,4,3,"0
"
73,3,5,25,false,samesize,24,red,small,blicket,11,9,big,6/16/2019,16:47,13549,4815,4,2,"0
"
73,4,4,69,true,differentsizes,16,purple,big,gade,13,6,small,6/16/2019,16:47,10538,3944,4,2,"0
"
73,5,6,56,true,samesize,10,blue,big,wug,23,18,small,6/16/2019,16:48,20722,4383,4,2,"0
"
73,6,2,38,true,contrast,1,blue,big,toma,22,3,small,6/16/2019,16:48,13023,2437,4,3,"0
"
73,7,0,38,true,attncheck,1,blue,big,toma,22,3,small,6/16/2019,16:48,13023,2437,4,3,"8
"
118,1,3,35,false,differentsizes,12,purple,small,toma,2,14,big,6/16/2019,16:24,11045,25399,3,2,"0
"
118,2,4,41,true,differentsizes,13,blue,small,wug,6,8,big,6/16/2019,16:24,9119,2831,4,1,"0
"
118,3,1,55,false,contrast,11,blue,big,sprock,5,3,small,6/16/2019,16:24,10632,5913,3,4,"0
"
118,4,5,37,false,samesize,16,red,big,blicket,1,17,small,6/16/2019,16:24,11520,2361,4,1,"0
"
118,5,6,38,true,samesize,24,red,big,dax,23,19,small,6/16/2019,16:25,16273,2670,3,1,"0
"
118,6,2,26,true,contrast,22,blue,small,gade,4,9,big,6/16/2019,16:25,9439,2385,3,4,"0
"
118,7,0,26,true,attncheck,22,blue,small,gade,4,9,big,6/16/2019,16:25,9439,2385,3,4,"6
"
6,1,3,29,false,differentsizes,1,blue,small,dax,9,16,big,6/16/2019,16:36,14096,6839,4,2,"0
"
6,2,5,23,false,samesize,3,green,small,blicket,21,24,big,6/16/2019,16:37,9786,3270,3,1,"0
"
6,3,1,50,false,contrast,10,green,big,sprock,19,20,small,6/16/2019,16:37,9154,3370,3,4,"0
"
6,4,4,24,true,differentsizes,7,green,big,gade,5,14,small,6/16/2019,16:37,7269,4041,4,1,"0
"
6,5,2,30,true,contrast,2,purple,small,wug,12,11,big,6/16/2019,16:37,7167,2369,4,3,"0
"
6,6,6,35,true,samesize,13,green,big,toma,15,18,small,6/16/2019,16:37,10549,1756,4,2,"0
"
6,7,0,35,true,attncheck,13,green,big,toma,15,18,small,6/16/2019,16:37,10549,1756,4,2,"6
"
18,1,6,50,true,samesize,7,red,small,wug,9,13,big,6/16/2019,16:23,20260,16406,3,1,"0
"
18,2,2,50,true,contrast,22,purple,big,toma,24,17,small,6/16/2019,16:23,9229,5614,3,4,"0
"
18,3,5,50,false,samesize,3,red,small,blicket,10,12,big,6/16/2019,16:24,8813,7158,3,1,"0
"
18,4,1,100,false,contrast,11,purple,small,sprock,8,4,big,6/16/2019,16:24,10297,21510,4,3,"0
"
18,5,3,100,false,differentsizes,23,red,small,dax,2,19,big,6/16/2019,16:25,11360,8893,3,1,"0
"
18,6,4,50,true,differentsizes,5,purple,big,gade,18,20,small,6/16/2019,16:25,7549,5006,4,2,"0
"
18,7,0,50,true,attncheck,5,purple,big,gade,18,20,small,6/16/2019,16:25,7549,5006,4,2,"7
"
25,1,6,30,true,samesize,20,purple,big,dax,16,13,small,6/16/2019,15:19,11340,59767,3,2,"0
"
25,2,1,60,false,contrast,10,blue,small,toma,24,6,big,6/16/2019,15:19,9979,5927,4,3,"0
"
25,3,5,10,false,samesize,7,blue,small,blicket,19,5,big,6/16/2019,15:19,12640,7935,4,1,"0
"
25,4,3,50,false,differentsizes,21,red,big,gade,15,8,small,6/16/2019,15:20,12269,8169,4,2,"0
"
25,5,4,40,true,differentsizes,4,green,big,sprock,14,2,small,6/16/2019,15:20,10360,5644,4,2,"0
"
25,6,2,60,true,contrast,1,green,big,wug,23,22,small,6/16/2019,15:20,8525,5656,3,4,"0
"
25,7,0,60,true,attncheck,1,green,big,wug,23,22,small,6/16/2019,15:20,8525,5656,3,4,"7
"
66,1,2,52,true,contrast,22,blue,big,wug,21,3,small,6/16/2019,15:18,15755,8935,3,4,"0
"
66,2,1,60,false,contrast,18,purple,small,sprock,19,6,big,6/16/2019,15:18,11217,9288,4,3,"0
"
66,3,4,44,true,differentsizes,7,green,big,gade,23,9,small,6/16/2019,15:19,11045,4439,3,1,"0
"
66,4,3,59,false,differentsizes,11,red,small,blicket,17,13,big,6/16/2019,15:19,11307,5973,3,1,"0
"
66,5,5,68,false,samesize,20,green,small,dax,2,16,big,6/16/2019,15:19,14103,4178,4,1,"0
"
66,6,6,54,true,samesize,1,green,big,toma,14,12,small,6/16/2019,15:20,11549,3602,3,2,"0
"
66,7,0,54,true,attncheck,1,green,big,toma,14,12,small,6/16/2019,15:20,11549,3602,3,2,"7
"
72,1,1,71,false,contrast,7,green,small,gade,8,9,big,6/16/2019,16:18,9488,3768,4,3,"0
"
72,2,2,71,true,contrast,13,blue,big,blicket,18,3,small,6/16/2019,16:18,11164,1685,4,3,"0
"
72,3,3,45,false,differentsizes,11,red,big,dax,2,15,small,6/16/2019,16:19,13164,2487,4,2,"0
"
72,4,4,85,true,differentsizes,17,purple,big,toma,12,5,small,6/16/2019,16:19,7908,2248,4,2,"0
"
72,5,6,73,true,samesize,19,green,small,sprock,10,24,big,6/16/2019,16:19,7150,1701,3,1,"0
"
72,6,5,50,false,samesize,1,red,small,wug,20,14,big,6/16/2019,16:19,7310,2605,3,1,"0
"
72,7,0,50,false,attncheck,1,red,small,wug,20,14,big,6/16/2019,16:19,7310,2605,3,1,"6
"
4,1,3,67,false,differentsizes,22,blue,big,blicket,1,15,small,6/16/2019,23:24,10798,7157,4,1,"0
"
4,2,4,46,true,differentsizes,23,red,small,toma,7,21,big,6/16/2019,23:24,8498,5600,4,2,"0
"
4,3,1,82,false,contrast,3,blue,small,sprock,5,13,big,6/16/2019,23:24,8333,4116,4,3,"0
"
4,4,6,68,true,samesize,18,red,big,wug,4,11,small,6/16/2019,23:24,8883,2705,3,2,"0
"
4,5,2,33,true,contrast,19,purple,small,gade,8,24,big,6/16/2019,23:25,10183,2946,3,4,"0
"
4,6,5,75,false,samesize,12,purple,big,dax,16,17,small,6/16/2019,23:25,7561,2511,4,2,"0
"
4,7,0,75,false,attncheck,12,purple,big,dax,16,17,small,6/16/2019,23:25,7561,2511,4,2,"5
"
9,1,6,32,true,samesize,12,blue,big,wug,4,15,small,6/16/2019,13:22,13971,14943,3,1,"0
"
9,2,4,53,true,differentsizes,13,red,small,sprock,10,2,big,6/16/2019,13:22,10440,8180,3,1,"0
"
9,3,1,33,false,contrast,20,purple,big,gade,23,19,small,6/16/2019,13:23,9159,7330,3,4,"0
"
9,4,2,23,true,contrast,11,green,big,dax,7,9,small,6/16/2019,13:23,9555,9644,3,4,"0
"
9,5,5,85,false,samesize,3,green,small,blicket,14,16,big,6/16/2019,13:23,9539,6800,3,2,"0
"
9,6,3,57,false,differentsizes,18,purple,small,toma,22,17,big,6/16/2019,13:24,8708,7550,3,1,"0
"
9,7,0,57,false,attncheck,18,purple,small,toma,22,17,big,6/16/2019,13:24,8708,7550,3,1,"5
"
75,1,2,34,true,contrast,10,purple,small,gade,5,21,big,6/16/2019,23:27,10197,10613,3,4,"0
"
75,2,6,26,true,samesize,4,blue,big,sprock,7,8,small,6/16/2019,23:28,71625,2601,3,1,"0
"
75,3,5,35,false,samesize,18,blue,big,toma,14,12,small,6/16/2019,23:29,21140,4143,4,2,"0
"
75,4,3,22,false,differentsizes,17,purple,big,blicket,3,9,small,6/16/2019,23:30,59408,2460,3,2,"0
"
75,5,1,24,false,contrast,24,red,big,dax,2,23,small,6/16/2019,23:30,12351,4272,4,3,"0
"
75,6,4,14,true,differentsizes,13,red,big,wug,20,15,small,6/16/2019,23:31,44298,3913,4,2,"0
"
75,7,0,14,true,attncheck,13,red,big,wug,20,15,small,6/16/2019,23:31,44298,3913,4,2,"5
"
105,1,1,21,false,contrast,18,green,small,toma,6,12,big,6/16/2019,15:24,22159,13608,4,3,"0
"
105,2,5,39,false,samesize,11,blue,big,wug,13,16,small,6/16/2019,15:24,15300,7044,3,2,"0
"
105,3,2,11,true,contrast,7,green,big,sprock,22,8,small,6/16/2019,15:25,13694,6191,3,4,"0
"
105,4,4,21,true,differentsizes,21,blue,small,dax,9,10,big,6/16/2019,15:25,10751,5756,3,2,"0
"
105,5,6,28,true,samesize,17,purple,big,gade,1,14,small,6/16/2019,15:25,10934,6164,3,1,"0
"
105,6,3,46,false,differentsizes,2,purple,big,blicket,23,20,small,6/16/2019,15:26,7848,6224,4,2,"0
"
105,7,0,46,false,attncheck,2,purple,big,blicket,23,20,small,6/16/2019,15:26,7848,6224,4,2,"6
"
39,1,5,25,false,samesize,21,red,small,sprock,7,14,big,6/16/2019,13:23,13853,27793,3,1,"0
"
39,2,1,25,false,contrast,11,green,big,blicket,2,4,small,6/16/2019,13:23,10041,5878,4,3,"0
"
39,3,2,30,true,contrast,18,red,small,toma,3,24,big,6/16/2019,13:23,7819,11325,3,4,"0
"
39,4,4,35,true,differentsizes,23,red,small,dax,15,20,big,6/16/2019,13:24,8188,4293,3,2,"0
"
39,5,6,40,true,samesize,22,purple,small,gade,8,10,big,6/16/2019,13:24,7371,5244,4,2,"0
"
39,6,3,25,false,differentsizes,1,purple,big,wug,5,12,small,6/16/2019,13:24,8166,5250,3,2,"0
"
39,7,0,25,false,attncheck,1,purple,big,wug,5,12,small,6/16/2019,13:24,8166,5250,3,2,"6
"
10,1,4,70,true,differentsizes,12,red,big,dax,1,5,small,6/16/2019,13:21,13925,18628,3,1,"0
"
10,2,2,27,true,contrast,9,blue,small,gade,8,20,big,6/16/2019,13:22,10909,6209,4,3,"0
"
10,3,6,32,true,samesize,17,green,small,blicket,11,13,big,6/16/2019,13:22,9547,5194,3,1,"0
"
10,4,5,51,false,samesize,4,red,big,toma,22,24,small,6/16/2019,13:22,14924,2989,3,1,"0
"
10,5,3,9,false,differentsizes,6,red,big,wug,2,23,small,6/16/2019,13:22,8553,6102,3,2,"0
"
10,6,1,9,false,contrast,21,blue,big,sprock,18,3,small,6/16/2019,13:23,7936,4212,4,3,"0
"
10,7,0,9,false,attncheck,21,blue,big,sprock,18,3,small,6/16/2019,13:23,7936,4212,4,3,"5
"
110,1,4,20,true,differentsizes,5,green,small,toma,23,7,big,6/16/2019,16:22,14807,9336,3,1,"0
"
110,2,6,24,true,samesize,1,green,small,sprock,9,22,big,6/16/2019,16:22,8270,2367,3,1,"0
"
110,3,2,52,true,contrast,2,blue,big,dax,19,17,small,6/16/2019,16:22,7543,1894,4,3,"0
"
110,4,3,40,false,differentsizes,21,green,small,gade,6,14,big,6/16/2019,16:23,11864,3590,4,1,"0
"
110,5,1,40,false,contrast,12,red,small,blicket,10,4,big,6/16/2019,16:23,10039,2589,4,3,"0
"
110,6,5,53,false,samesize,16,green,big,wug,13,3,small,6/16/2019,16:23,10328,2840,4,1,"0
"
110,7,0,53,false,attncheck,16,green,big,wug,13,3,small,6/16/2019,16:23,10328,2840,4,1,"6
"
15,1,1,33,false,contrast,5,blue,big,gade,15,20,small,6/16/2019,10:20,28508,22165,4,3,"0
"
15,2,2,50,true,contrast,12,blue,small,toma,9,21,big,6/16/2019,10:20,13028,16779,3,4,"0
"
15,3,6,50,true,samesize,23,red,small,wug,13,16,big,6/16/2019,10:21,15563,22084,4,1,"0
"
15,4,4,50,true,differentsizes,11,purple,small,sprock,18,3,big,6/16/2019,10:22,15643,17416,4,2,"0
"
15,5,5,0,false,samesize,1,purple,big,dax,6,8,small,6/16/2019,10:22,13630,21499,4,1,"0
"
15,6,3,50,false,differentsizes,19,purple,small,blicket,17,2,big,6/16/2019,10:23,13037,10266,3,2,"0
"
15,7,0,50,false,attncheck,19,purple,small,blicket,17,2,big,6/16/2019,10:23,13037,10266,3,2,"7
"
58,1,5,81,false,samesize,3,red,small,gade,24,8,big,6/16/2019,13:23,11867,9884,4,2,"0
"
58,2,3,83,false,differentsizes,10,purple,small,dax,7,2,big,6/16/2019,13:23,9111,5334,3,1,"0
"
58,3,4,85,true,differentsizes,5,blue,small,sprock,12,6,big,6/16/2019,13:24,8784,3638,4,1,"0
"
58,4,1,56,false,contrast,18,green,big,wug,22,19,small,6/16/2019,13:24,7974,2294,4,3,"0
"
58,5,6,78,true,samesize,14,green,small,toma,17,15,big,6/16/2019,13:24,9207,4789,3,2,"0
"
58,6,2,86,true,contrast,16,purple,big,blicket,11,9,small,6/16/2019,13:24,8054,2814,3,4,"0
"
58,7,0,86,true,attncheck,16,purple,big,blicket,11,9,small,6/16/2019,13:24,8054,2814,3,4,"7
"
27,1,3,47,false,differentsizes,4,red,small,gade,16,3,big,6/16/2019,16:27,14477,11450,4,2,"0
"
27,2,2,45,true,contrast,15,purple,big,toma,20,19,small,6/16/2019,16:27,12697,2416,4,3,"0
"
27,3,5,50,false,samesize,11,red,big,sprock,24,23,small,6/16/2019,16:27,7557,2621,3,1,"0
"
27,4,1,49,false,contrast,12,blue,big,blicket,13,18,small,6/16/2019,16:27,8358,5530,3,4,"0
"
27,5,4,44,true,differentsizes,22,purple,big,wug,21,17,small,6/16/2019,16:27,7921,2253,3,1,"0
"
27,6,6,42,true,samesize,14,red,big,dax,10,8,small,6/16/2019,16:28,8580,1757,4,2,"0
"
27,7,0,42,true,attncheck,14,red,big,dax,10,8,small,6/16/2019,16:28,8580,1757,4,2,"5
"
95,1,4,16,true,differentsizes,23,purple,big,dax,22,6,small,6/16/2019,15:19,12005,13297,3,2,"0
"
95,2,5,53,false,samesize,19,purple,small,toma,10,18,big,6/16/2019,15:19,13676,13222,3,1,"0
"
95,3,1,72,false,contrast,1,red,small,gade,15,8,big,6/16/2019,15:20,11814,6324,4,3,"0
"
95,4,6,48,true,samesize,9,green,big,blicket,24,2,small,6/16/2019,15:20,10132,10074,4,2,"0
"
95,5,3,77,false,differentsizes,4,red,big,wug,3,7,small,6/16/2019,15:20,9275,8339,3,2,"0
"
95,6,2,23,true,contrast,17,red,small,sprock,21,11,big,6/16/2019,15:21,9195,7042,3,4,"0
"
95,7,0,23,true,attncheck,17,red,small,sprock,21,11,big,6/16/2019,15:21,9195,7042,3,4,"8
"
8,1,3,71,false,differentsizes,9,blue,big,wug,19,16,small,6/16/2019,13:17,13224,8631,3,2,"0
"
8,2,1,33,false,contrast,5,purple,big,blicket,4,10,small,6/16/2019,13:18,11478,9435,3,4,"0
"
8,3,4,50,true,differentsizes,18,red,big,gade,6,21,small,6/16/2019,13:18,9631,7012,4,2,"0
"
8,4,6,33,true,samesize,13,red,small,sprock,24,7,big,6/16/2019,13:18,8491,6386,3,1,"0
"
8,5,2,33,true,contrast,12,green,big,toma,17,2,small,6/16/2019,13:19,9818,3922,3,4,"0
"
8,6,5,100,false,samesize,22,red,big,dax,11,20,small,6/16/2019,13:19,12577,4809,4,1,"0
"
8,7,0,100,false,attncheck,22,red,big,dax,11,20,small,6/16/2019,13:19,12577,4809,4,1,"8
"
23,1,4,40,true,differentsizes,10,blue,small,wug,11,21,big,6/16/2019,16:23,14591,16051,4,2,"0
"
23,2,6,51,true,samesize,19,green,big,gade,14,8,small,6/16/2019,16:23,9151,10390,3,2,"0
"
23,3,3,51,false,differentsizes,17,blue,big,blicket,15,18,small,6/16/2019,16:24,8748,5868,3,1,"0
"
23,4,5,45,false,samesize,2,blue,small,sprock,9,6,big,6/16/2019,16:24,8113,5024,3,1,"0
"
23,5,2,54,true,contrast,16,purple,small,dax,20,24,big,6/16/2019,16:24,9103,3664,3,4,"0
"
23,6,1,100,false,contrast,4,red,big,toma,12,23,small,6/16/2019,16:24,8338,10724,3,4,"0
"
23,7,0,100,false,attncheck,4,red,big,toma,12,23,small,6/16/2019,16:24,8338,10724,3,4,"8
"
1,1,4,25,true,differentsizes,23,blue,big,sprock,19,8,small,6/16/2019,16:28,17217,23707,3,1,"0
"
1,2,1,100,false,contrast,16,blue,big,dax,2,11,small,6/16/2019,16:28,9806,10250,3,4,"0
"
1,3,5,50,false,samesize,20,purple,small,wug,7,12,big,6/16/2019,16:29,11285,10042,3,2,"0
"
1,4,6,50,true,samesize,14,red,big,toma,3,6,small,6/16/2019,16:29,9293,7650,4,1,"0
"
1,5,2,50,true,contrast,10,blue,small,gade,5,18,big,6/16/2019,16:29,8989,6607,4,3,"0
"
1,6,3,100,false,differentsizes,13,green,big,blicket,17,24,small,6/16/2019,16:30,8517,8166,4,2,"0
"
1,7,0,100,false,attncheck,13,green,big,blicket,17,24,small,6/16/2019,16:30,8517,8166,4,2,"6
"
64,1,5,65,false,samesize,19,purple,big,wug,21,8,small,6/16/2019,15:19,17052,24277,4,2,"0
"
64,2,1,65,false,contrast,9,red,small,sprock,10,14,big,6/16/2019,15:20,17522,17740,3,4,"0
"
64,3,4,24,true,differentsizes,23,green,big,dax,13,22,small,6/16/2019,15:20,10995,18456,4,2,"0
"
64,4,6,22,true,samesize,24,purple,big,toma,3,4,small,6/16/2019,15:21,24472,10094,3,1,"0
"
64,5,3,65,false,differentsizes,17,purple,small,gade,6,18,big,6/16/2019,15:21,9537,14982,3,1,"0
"
64,6,2,21,true,contrast,12,green,small,blicket,5,1,big,6/16/2019,15:22,11043,14601,3,4,"0
"
64,7,0,21,true,attncheck,12,green,small,blicket,5,1,big,6/16/2019,15:22,11043,14601,3,4,"8
"
24,1,1,50,false,contrast,11,blue,small,blicket,4,2,big,6/16/2019,16:36,18199,15725,3,4,"0
"
24,2,5,50,false,samesize,6,red,big,dax,3,24,small,6/16/2019,16:36,13140,9527,3,1,"0
"
24,3,6,33,true,samesize,19,blue,small,gade,10,15,big,6/16/2019,16:36,11685,7115,3,1,"0
"
24,4,3,50,false,differentsizes,18,green,small,wug,1,17,big,6/16/2019,16:37,13154,5997,3,1,"0
"
24,5,2,33,true,contrast,16,red,big,sprock,23,7,small,6/16/2019,16:37,9208,5383,4,3,"0
"
24,6,4,33,true,differentsizes,8,green,small,toma,21,5,big,6/16/2019,16:37,12562,4433,3,2,"0
"
24,7,0,33,true,attncheck,8,green,small,toma,21,5,big,6/16/2019,16:37,12562,4433,3,2,"7
"
46,1,3,50,false,differentsizes,15,purple,big,toma,1,10,small,6/16/2019,16:22,12433,10756,3,2,"0
"
46,2,1,50,false,contrast,4,purple,small,sprock,17,13,big,6/16/2019,16:23,10362,9184,3,4,"0
"
46,3,4,50,true,differentsizes,23,red,small,blicket,8,7,big,6/16/2019,16:23,11602,7298,3,1,"0
"
46,4,2,50,true,contrast,5,purple,small,gade,9,19,big,6/16/2019,16:23,9255,5679,4,3,"0
"
46,5,6,50,true,samesize,3,purple,small,wug,24,20,big,6/16/2019,16:23,10178,6223,4,2,"0
"
46,6,5,50,false,samesize,16,green,small,dax,2,21,big,6/16/2019,16:24,8262,4758,4,2,"0
"
46,7,0,50,false,attncheck,16,green,small,dax,2,21,big,6/16/2019,16:24,8262,4758,4,2,"5
"
33,1,3,51,false,differentsizes,23,purple,small,blicket,20,9,big,6/16/2019,23:25,40315,12638,4,1,"0
"
33,2,2,5,true,contrast,1,blue,big,gade,3,18,small,6/16/2019,23:26,89491,8572,3,4,"0
"
33,3,1,13,false,contrast,4,purple,small,sprock,14,15,big,6/16/2019,23:27,23084,5441,3,4,"0
"
33,4,4,9,true,differentsizes,24,green,big,wug,10,16,small,6/16/2019,23:27,8594,3651,3,1,"0
"
33,5,6,3,true,samesize,11,purple,big,dax,19,12,small,6/16/2019,23:27,8227,3512,3,1,"0
"
33,6,5,10,false,samesize,2,purple,small,toma,17,7,big,6/16/2019,23:28,10458,3194,4,2,"0
"
33,7,0,10,false,attncheck,2,purple,small,toma,17,7,big,6/16/2019,23:28,10458,3194,4,2,"4
"
50,1,1,100,false,contrast,21,purple,small,gade,24,19,big,6/16/2019,16:21,29949,32599,4,3,"0
"
50,2,3,50,false,differentsizes,5,blue,big,dax,1,8,small,6/16/2019,16:22,14668,12579,3,1,"0
"
50,3,6,30,true,samesize,17,blue,big,sprock,12,4,small,6/16/2019,16:22,10081,20043,4,1,"0
"
50,4,4,75,true,differentsizes,3,purple,small,wug,20,16,big,6/16/2019,16:23,12827,21746,4,2,"0
"
50,5,2,80,true,contrast,13,red,small,blicket,11,6,big,6/16/2019,16:23,8383,13395,4,3,"0
"
50,6,5,25,false,samesize,22,purple,big,toma,7,14,small,6/16/2019,16:23,8499,5631,3,2,"0
"
50,7,0,25,false,attncheck,22,purple,big,toma,7,14,small,6/16/2019,16:23,8499,5631,3,2,"7
"
74,1,4,15,true,differentsizes,7,blue,small,wug,2,5,big,6/16/2019,13:32,25608,15965,3,2,"0
"
74,2,3,40,false,differentsizes,3,purple,big,gade,22,11,small,6/16/2019,13:32,12926,8519,3,1,"0
"
74,3,1,30,false,contrast,4,green,big,dax,17,18,small,6/16/2019,13:33,12723,10046,3,4,"0
"
74,4,5,50,false,samesize,8,red,big,sprock,1,23,small,6/16/2019,13:33,9997,4987,3,2,"0
"
74,5,6,25,true,samesize,6,red,big,toma,9,15,small,6/16/2019,13:33,9481,8106,3,1,"0
"
74,6,2,40,true,contrast,21,purple,big,blicket,13,10,small,6/16/2019,13:33,7604,5219,3,4,"0
"
74,7,0,40,true,attncheck,21,purple,big,blicket,13,10,small,6/16/2019,13:33,7604,5219,3,4,"6
"
42,1,6,50,true,samesize,19,purple,small,gade,10,14,big,6/16/2019,16:22,12462,8655,4,1,"0
"
42,2,5,68,false,samesize,11,green,small,blicket,7,3,big,6/16/2019,16:23,11652,4696,3,2,"0
"
42,3,1,86,false,contrast,5,blue,small,wug,8,21,big,6/16/2019,16:23,10446,7088,3,4,"0
"
42,4,2,35,true,contrast,13,green,big,toma,16,18,small,6/16/2019,16:23,9332,8072,3,4,"0
"
42,5,4,24,true,differentsizes,17,blue,small,dax,24,9,big,6/16/2019,16:24,11197,6839,3,2,"0
"
42,6,3,73,false,differentsizes,6,green,big,sprock,4,15,small,6/16/2019,16:24,8825,6546,4,2,"0
"
42,7,0,73,false,attncheck,6,green,big,sprock,4,15,small,6/16/2019,16:24,8825,6546,4,2,"6
"
90,1,1,29,false,contrast,9,purple,big,sprock,8,4,small,6/16/2019,15:25,18605,8550,3,4,"0
"
90,2,2,24,true,contrast,22,red,small,toma,21,17,big,6/16/2019,15:26,10718,9246,4,3,"0
"
90,3,5,21,false,samesize,1,blue,small,dax,15,7,big,6/16/2019,15:26,9416,4682,3,1,"0
"
90,4,4,14,true,differentsizes,10,green,small,blicket,20,6,big,6/16/2019,15:26,8626,2417,4,1,"0
"
90,5,6,17,true,samesize,13,red,small,gade,24,3,big,6/16/2019,15:26,7506,4631,4,2,"0
"
90,6,3,9,false,differentsizes,16,purple,small,wug,23,19,big,6/16/2019,15:26,8274,3967,3,2,"0
"
90,7,0,9,false,attncheck,16,purple,small,wug,23,19,big,6/16/2019,15:26,8274,3967,3,2,"8
"
104,1,5,66,false,samesize,2,blue,small,gade,9,20,big,6/16/2019,14:41,30109,21089,4,2,"0
"
104,2,3,50,false,differentsizes,8,red,small,sprock,11,13,big,6/16/2019,14:42,12687,6954,3,1,"0
"
104,3,1,63,false,contrast,1,green,small,wug,22,15,big,6/16/2019,14:42,12638,5722,4,3,"0
"
104,4,2,71,true,contrast,21,green,small,blicket,5,10,big,6/16/2019,14:42,11233,10496,4,3,"0
"
104,5,4,67,true,differentsizes,19,blue,small,toma,6,4,big,6/16/2019,14:43,12722,4008,3,2,"0
"
104,6,6,65,true,samesize,18,purple,small,dax,14,17,big,6/16/2019,14:43,11983,4010,4,1,"0
"
104,7,0,65,true,attncheck,18,purple,small,dax,14,17,big,6/16/2019,14:43,11983,4010,4,1,"6
"
48,1,1,65,false,contrast,17,red,big,dax,7,15,small,6/16/2019,13:24,12393,15401,3,4,"0
"
48,2,5,39,false,samesize,23,red,big,blicket,5,24,small,6/16/2019,13:24,8342,4831,3,1,"0
"
48,3,4,53,true,differentsizes,20,green,small,toma,18,13,big,6/16/2019,13:25,20284,4097,4,2,"0
"
48,4,3,81,false,differentsizes,22,red,small,wug,2,9,big,6/16/2019,13:25,6840,3071,4,1,"0
"
48,5,2,30,true,contrast,4,green,big,sprock,6,12,small,6/16/2019,13:25,9479,9675,3,4,"0
"
48,6,6,29,true,samesize,21,red,small,gade,3,19,big,6/16/2019,13:26,23938,32975,3,1,"0
"
48,7,0,29,true,attncheck,21,red,small,gade,3,19,big,6/16/2019,13:26,23938,32975,3,1,"8
"
