subid,counter,trialtype,percentage,sizeasked,searchtype,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore
20,1,5,65,false,samesize,5,red,big,toma,2,15,small,6/16/2019,16:22,12858,11597,3,1,"0
"
20,2,3,25,false,differentsizes,16,blue,small,dax,4,1,big,6/16/2019,16:23,14466,6284,3,2,"0
"
20,3,6,52,true,samesize,7,red,big,gade,24,12,small,6/16/2019,16:23,11594,5889,3,1,"0
"
20,4,1,25,false,contrast,19,red,small,wug,6,11,big,6/16/2019,16:23,10425,3433,3,4,"0
"
20,5,4,46,true,differentsizes,23,green,big,sprock,9,21,small,6/16/2019,16:23,14363,3228,4,1,"0
"
20,6,2,50,true,contrast,17,green,small,blicket,8,22,big,6/16/2019,16:24,7898,6102,3,4,"0
"
20,7,0,50,true,attncheck,17,green,small,blicket,8,22,big,6/16/2019,16:24,7898,6102,3,4,"8
"
106,1,6,41,true,samesize,9,blue,big,wug,13,4,small,6/16/2019,16:25,13018,8126,4,1,"0
"
106,2,2,70,true,contrast,3,purple,small,blicket,19,24,big,6/16/2019,16:25,10661,6271,3,4,"0
"
106,3,4,80,true,differentsizes,21,purple,small,dax,16,22,big,6/16/2019,16:25,8622,6982,4,1,"0
"
106,4,1,25,false,contrast,10,green,big,gade,17,23,small,6/16/2019,16:25,8958,7246,3,4,"0
"
106,5,3,20,false,differentsizes,20,blue,small,toma,11,8,big,6/16/2019,16:26,10558,4567,4,1,"0
"
106,6,5,33,false,samesize,1,blue,big,sprock,12,7,small,6/16/2019,16:26,6902,3464,3,1,"0
"
106,7,0,33,false,attncheck,1,blue,big,sprock,12,7,small,6/16/2019,16:26,6902,3464,3,1,"5
"
16,1,6,76,true,samesize,5,blue,small,sprock,17,11,big,6/16/2019,13:29,17657,17601,3,1,"0
"
16,2,2,67,true,contrast,9,purple,small,wug,6,15,big,6/16/2019,13:29,10285,8092,3,4,"0
"
16,3,5,80,false,samesize,10,green,small,dax,4,8,big,6/16/2019,13:30,11725,6354,3,2,"0
"
16,4,3,80,false,differentsizes,1,red,small,toma,12,13,big,6/16/2019,13:30,11285,2616,4,1,"0
"
16,5,4,82,true,differentsizes,7,green,big,gade,21,16,small,6/16/2019,13:30,7362,2381,3,2,"0
"
16,6,1,85,false,contrast,2,blue,big,blicket,20,22,small,6/16/2019,13:30,7141,4583,3,4,"0
"
16,7,0,85,false,attncheck,2,blue,big,blicket,20,22,small,6/16/2019,13:30,7141,4583,3,4,"4
"
68,1,3,65,false,differentsizes,12,red,big,wug,11,22,small,6/16/2019,16:47,20028,11200,4,2,"0
"
68,2,4,17,true,differentsizes,20,blue,big,toma,21,4,small,6/16/2019,16:48,18285,5873,4,1,"0
"
68,3,5,48,false,samesize,9,purple,big,dax,24,8,small,6/16/2019,16:48,9049,3496,3,1,"0
"
68,4,2,19,true,contrast,13,green,big,gade,2,16,small,6/16/2019,16:48,19555,6106,4,3,"0
"
68,5,6,22,true,samesize,14,blue,big,sprock,5,10,small,6/16/2019,16:49,14704,4048,3,1,"0
"
68,6,1,48,false,contrast,19,green,big,blicket,7,15,small,6/16/2019,16:49,11450,1856,4,3,"0
"
68,7,0,48,false,attncheck,19,green,big,blicket,7,15,small,6/16/2019,16:49,11450,1856,4,3,"7
"
51,1,4,25,true,differentsizes,3,purple,small,toma,8,17,big,6/16/2019,16:20,10497,6206,4,1,"0
"
51,2,6,35,true,samesize,18,purple,big,wug,2,1,small,6/16/2019,16:20,9044,2663,3,2,"0
"
51,3,1,83,false,contrast,24,purple,big,sprock,4,14,small,6/16/2019,16:20,7893,3024,3,4,"0
"
51,4,3,72,false,differentsizes,10,red,big,blicket,20,16,small,6/16/2019,16:20,8031,2273,3,2,"0
"
51,5,2,15,true,contrast,13,red,small,dax,15,12,big,6/16/2019,16:21,6765,1530,3,4,"0
"
51,6,5,51,false,samesize,9,purple,small,gade,7,19,big,6/16/2019,16:21,7244,1480,3,1,"0
"
51,7,0,51,false,attncheck,9,purple,small,gade,7,19,big,6/16/2019,16:21,7244,1480,3,1,"7
"
30,1,4,70,true,differentsizes,11,blue,small,wug,6,18,big,6/16/2019,16:18,13570,12829,3,1,"0
"
30,2,1,87,false,contrast,4,purple,small,sprock,13,12,big,6/16/2019,16:18,8200,3487,3,4,"0
"
30,3,3,30,false,differentsizes,15,red,small,dax,2,17,big,6/16/2019,16:18,7250,4324,3,2,"0
"
30,4,6,51,true,samesize,14,red,big,toma,19,10,small,6/16/2019,16:19,7592,3613,3,2,"0
"
30,5,5,30,false,samesize,9,green,big,blicket,20,8,small,6/16/2019,16:19,7236,2503,3,1,"0
"
30,6,2,78,true,contrast,24,green,big,gade,3,7,small,6/16/2019,16:19,8211,2956,3,4,"0
"
30,7,0,78,true,attncheck,24,green,big,gade,3,7,small,6/16/2019,16:19,8211,2956,3,4,"6
"
44,1,4,50,true,differentsizes,23,red,big,dax,21,4,small,6/16/2019,15:20,13903,13046,4,2,"0
"
44,2,5,81,false,samesize,9,blue,big,toma,8,7,small,6/16/2019,15:20,10717,2580,4,2,"0
"
44,3,6,39,true,samesize,5,red,big,sprock,6,11,small,6/16/2019,15:20,10580,4551,4,1,"0
"
44,4,1,62,false,contrast,14,blue,big,wug,2,13,small,6/16/2019,15:20,11391,3621,3,4,"0
"
44,5,3,66,false,differentsizes,3,purple,small,gade,24,17,big,6/16/2019,15:21,11663,2584,4,2,"0
"
44,6,2,31,true,contrast,20,red,small,blicket,1,22,big,6/16/2019,15:21,7694,4849,4,3,"0
"
44,7,0,31,true,attncheck,20,red,small,blicket,1,22,big,6/16/2019,15:21,7694,4849,4,3,"7
"
63,1,2,22,true,contrast,6,red,big,blicket,19,1,small,6/16/2019,13:26,11458,10624,4,3,"0
"
63,2,1,80,false,contrast,23,blue,big,gade,3,20,small,6/16/2019,13:26,12312,6168,3,4,"0
"
63,3,3,80,false,differentsizes,22,blue,small,dax,15,4,big,6/16/2019,13:27,13182,5246,3,1,"0
"
63,4,5,75,false,samesize,7,blue,small,sprock,2,8,big,6/16/2019,13:27,10381,7161,4,2,"0
"
63,5,6,20,true,samesize,16,purple,big,wug,21,11,small,6/16/2019,13:27,10658,7546,3,1,"0
"
63,6,4,20,true,differentsizes,17,purple,big,toma,24,18,small,6/16/2019,13:28,8947,7861,4,2,"0
"
63,7,0,20,true,attncheck,17,purple,big,toma,24,18,small,6/16/2019,13:28,8947,7861,4,2,"8
"
41,1,1,50,false,contrast,14,purple,small,sprock,18,12,big,6/16/2019,15:22,19336,9186,3,4,"0
"
41,2,6,51,true,samesize,16,red,small,dax,19,20,big,6/16/2019,15:22,11785,3647,4,1,"0
"
41,3,4,68,true,differentsizes,2,blue,big,wug,7,22,small,6/16/2019,15:22,11964,6017,4,1,"0
"
41,4,3,45,false,differentsizes,8,green,small,gade,10,23,big,6/16/2019,15:23,9755,3000,4,2,"0
"
41,5,2,49,true,contrast,5,blue,big,toma,3,15,small,6/16/2019,15:23,9725,3475,3,4,"0
"
41,6,5,49,false,samesize,24,blue,small,blicket,6,9,big,6/16/2019,15:23,11838,2827,3,2,"0
"
41,7,0,49,false,attncheck,24,blue,small,blicket,6,9,big,6/16/2019,15:23,11838,2827,3,2,"8
"
21,1,2,50,true,contrast,13,purple,small,blicket,8,6,big,6/16/2019,21:20,8991,56046,3,4,"0
"
21,2,4,100,true,differentsizes,24,green,small,sprock,15,19,big,6/16/2019,21:20,9376,3554,4,2,"0
"
21,3,6,25,true,samesize,2,blue,small,wug,18,1,big,6/16/2019,21:21,29190,3463,3,1,"0
"
21,4,5,30,false,samesize,4,green,big,dax,22,9,small,6/16/2019,21:21,9118,3442,3,2,"0
"
21,5,1,50,false,contrast,5,green,big,toma,14,16,small,6/16/2019,21:21,7004,2572,3,4,"0
"
21,6,3,50,false,differentsizes,17,red,small,gade,12,23,big,6/16/2019,21:21,8325,3832,4,2,"0
"
21,7,0,50,false,attncheck,17,red,small,gade,12,23,big,6/16/2019,21:21,8325,3832,4,2,"7
"
12,1,6,30,true,samesize,16,purple,big,sprock,18,2,small,6/16/2019,13:42,15767,15439,3,2,"0
"
12,2,2,30,true,contrast,15,blue,big,gade,12,4,small,6/16/2019,13:43,13263,15178,3,4,"0
"
12,3,3,90,false,differentsizes,3,green,small,wug,7,19,big,6/16/2019,13:43,13945,12824,4,2,"0
"
12,4,1,90,false,contrast,5,red,small,dax,13,8,big,6/16/2019,13:43,11983,10176,4,3,"0
"
12,5,4,10,true,differentsizes,9,blue,big,toma,6,21,small,6/16/2019,13:44,12233,7608,4,2,"0
"
12,6,5,90,false,samesize,23,blue,small,blicket,10,17,big,6/16/2019,13:44,11769,9543,3,2,"0
"
12,7,0,90,false,attncheck,23,blue,small,blicket,10,17,big,6/16/2019,13:44,11769,9543,3,2,"6
"
47,1,4,50,true,differentsizes,8,red,small,sprock,17,1,big,6/16/2019,16:24,11528,9078,4,2,"0
"
47,2,3,80,false,differentsizes,2,red,small,wug,23,6,big,6/16/2019,16:24,10539,6355,3,2,"0
"
47,3,5,50,false,samesize,14,purple,big,gade,24,21,small,6/16/2019,16:24,7981,5641,3,2,"0
"
47,4,2,50,true,contrast,11,purple,small,blicket,13,19,big,6/16/2019,16:25,9159,7206,3,4,"0
"
47,5,1,80,false,contrast,18,blue,small,toma,4,15,big,6/16/2019,16:25,7290,7638,4,3,"0
"
47,6,6,50,true,samesize,10,purple,small,dax,9,22,big,6/16/2019,16:25,9771,6021,4,2,"0
"
47,7,0,50,true,attncheck,10,purple,small,dax,9,22,big,6/16/2019,16:25,9771,6021,4,2,"5
"
120,1,6,20,true,samesize,15,purple,small,gade,17,6,big,6/16/2019,16:18,13364,10965,3,1,"0
"
120,2,5,80,false,samesize,10,purple,small,wug,8,2,big,6/16/2019,16:18,12377,7553,3,1,"0
"
120,3,4,20,true,differentsizes,11,purple,big,dax,4,18,small,6/16/2019,16:18,8506,4630,4,1,"0
"
120,4,2,20,true,contrast,13,purple,small,sprock,20,12,big,6/16/2019,16:19,8516,4572,4,3,"0
"
120,5,1,80,false,contrast,3,purple,small,blicket,7,1,big,6/16/2019,16:19,8399,4122,4,3,"0
"
120,6,3,80,false,differentsizes,16,red,small,toma,14,19,big,6/16/2019,16:19,7640,4765,3,2,"0
"
120,7,0,80,false,attncheck,16,red,small,toma,14,19,big,6/16/2019,16:19,7640,4765,3,2,"6
"
69,1,2,62,true,contrast,8,red,big,gade,4,3,small,6/16/2019,16:23,13936,11984,4,3,"0
"
69,2,4,3,true,differentsizes,15,purple,small,wug,17,10,big,6/16/2019,16:23,11679,5189,3,2,"0
"
69,3,1,60,false,contrast,16,green,small,toma,2,6,big,6/16/2019,16:23,11028,6289,3,4,"0
"
69,4,6,77,true,samesize,12,purple,big,sprock,18,21,small,6/16/2019,16:23,9022,4643,4,1,"0
"
69,5,5,30,false,samesize,7,blue,small,blicket,13,19,big,6/16/2019,16:24,8710,4437,3,2,"0
"
69,6,3,30,false,differentsizes,24,green,small,dax,9,20,big,6/16/2019,16:24,7520,7897,4,1,"0
"
69,7,0,30,false,attncheck,24,green,small,dax,9,20,big,6/16/2019,16:24,7520,7897,4,1,"6
"
26,1,6,28,true,samesize,14,blue,big,blicket,20,11,small,6/16/2019,16:25,17595,27034,3,1,"0
"
26,2,1,4,false,contrast,8,blue,small,dax,12,21,big,6/16/2019,16:25,16035,17579,3,4,"0
"
26,3,2,70,true,contrast,4,blue,small,toma,9,19,big,6/16/2019,16:26,12008,19542,4,3,"0
"
26,4,4,92,true,differentsizes,10,red,small,sprock,15,1,big,6/16/2019,16:26,13138,12080,4,2,"0
"
26,5,5,7,false,samesize,13,red,big,gade,16,5,small,6/16/2019,16:27,13153,10868,4,1,"0
"
26,6,3,45,false,differentsizes,18,green,small,wug,17,6,big,6/16/2019,16:27,9417,12141,4,1,"0
"
26,7,0,45,false,attncheck,18,green,small,wug,17,6,big,6/16/2019,16:27,9417,12141,4,1,"6
"
61,1,6,52,true,samesize,15,blue,small,toma,8,7,big,6/16/2019,16:19,12482,11885,3,1,"0
"
61,2,5,72,false,samesize,5,red,big,dax,12,20,small,6/16/2019,16:20,10040,6181,4,1,"0
"
61,3,1,52,false,contrast,14,green,small,sprock,6,24,big,6/16/2019,16:20,9562,2617,4,3,"0
"
61,4,2,64,true,contrast,17,green,small,gade,4,23,big,6/16/2019,16:20,7773,6265,4,3,"0
"
61,5,4,60,true,differentsizes,10,purple,big,blicket,18,13,small,6/16/2019,16:20,8469,2457,3,1,"0
"
61,6,3,36,false,differentsizes,22,green,big,wug,21,9,small,6/16/2019,16:21,7350,2273,4,1,"0
"
61,7,0,36,false,attncheck,22,green,big,wug,21,9,small,6/16/2019,16:21,7350,2273,4,1,"6
"
96,1,5,25,false,samesize,20,green,big,blicket,2,13,small,6/16/2019,16:31,13365,17642,3,2,"0
"
96,2,4,50,true,differentsizes,11,red,small,dax,5,10,big,6/16/2019,16:31,11345,8495,4,1,"0
"
96,3,2,50,true,contrast,4,blue,small,gade,17,6,big,6/16/2019,16:31,8406,5121,4,3,"0
"
96,4,1,75,false,contrast,24,red,small,sprock,16,23,big,6/16/2019,16:32,8329,9664,4,3,"0
"
96,5,6,50,true,samesize,1,blue,small,toma,22,9,big,6/16/2019,16:32,8476,3207,4,1,"0
"
96,6,3,75,false,differentsizes,3,purple,small,wug,14,18,big,6/16/2019,16:32,8612,5514,4,2,"0
"
96,7,0,75,false,attncheck,3,purple,small,wug,14,18,big,6/16/2019,16:32,8612,5514,4,2,"8
"
108,1,6,90,true,samesize,13,purple,small,blicket,10,6,big,6/16/2019,15:28,17355,19052,3,2,"0
"
108,2,4,40,true,differentsizes,16,red,big,sprock,3,23,small,6/16/2019,15:28,13216,7254,4,1,"0
"
108,3,3,45,false,differentsizes,18,blue,big,wug,1,11,small,6/16/2019,15:29,21682,6373,3,1,"0
"
108,4,5,70,false,samesize,9,red,big,dax,14,12,small,6/16/2019,15:29,12482,4907,3,2,"0
"
108,5,2,50,true,contrast,20,red,big,toma,24,2,small,6/16/2019,15:29,9311,3239,3,4,"0
"
108,6,1,80,false,contrast,21,purple,small,gade,4,8,big,6/16/2019,15:30,17866,5735,4,3,"0
"
108,7,0,80,false,attncheck,21,purple,small,gade,4,8,big,6/16/2019,15:30,17866,5735,4,3,"7
"
79,1,4,52,true,differentsizes,15,blue,big,sprock,22,7,small,6/16/2019,16:25,11046,8975,3,1,"0
"
79,2,1,25,false,contrast,4,green,big,toma,5,11,small,6/16/2019,16:25,12689,2882,4,3,"0
"
79,3,2,35,true,contrast,14,red,small,dax,9,1,big,6/16/2019,16:26,13754,3682,4,3,"0
"
79,4,3,28,false,differentsizes,20,purple,big,gade,12,23,small,6/16/2019,16:26,12879,3352,4,2,"0
"
79,5,5,37,false,samesize,8,green,big,blicket,17,18,small,6/16/2019,16:26,23744,3044,4,2,"0
"
79,6,6,32,true,samesize,6,blue,big,wug,24,21,small,6/16/2019,16:27,13648,4359,4,1,"0
"
79,7,0,32,true,attncheck,6,blue,big,wug,24,21,small,6/16/2019,16:27,13648,4359,4,1,"5
"
62,1,5,87,false,samesize,2,purple,small,sprock,17,11,big,6/16/2019,13:48,9738,13987,3,1,"0
"
62,2,4,81,true,differentsizes,12,green,small,blicket,10,19,big,6/16/2019,13:48,8361,4203,3,1,"0
"
62,3,3,50,false,differentsizes,4,blue,big,wug,5,1,small,6/16/2019,13:48,6954,5262,4,2,"0
"
62,4,6,85,true,samesize,14,red,small,dax,20,7,big,6/16/2019,13:48,7412,3220,4,1,"0
"
62,5,1,87,false,contrast,15,blue,small,toma,9,24,big,6/16/2019,13:48,6826,2901,3,4,"0
"
62,6,2,30,true,contrast,8,green,small,gade,6,18,big,6/16/2019,13:49,6996,1844,4,3,"0
"
62,7,0,30,true,attncheck,8,green,small,gade,6,18,big,6/16/2019,13:49,6996,1844,4,3,"8
"
87,1,1,80,false,contrast,5,green,small,toma,12,14,big,6/16/2019,14:18,13402,14246,3,4,"0
"
87,2,2,50,true,contrast,19,purple,big,gade,20,2,small,6/16/2019,14:19,9142,6261,3,4,"0
"
87,3,6,50,true,samesize,9,green,big,sprock,15,16,small,6/16/2019,14:19,8795,8041,4,1,"0
"
87,4,4,50,true,differentsizes,1,red,small,dax,17,22,big,6/16/2019,14:19,7454,5858,4,2,"0
"
87,5,3,80,false,differentsizes,23,green,big,blicket,8,7,small,6/16/2019,14:19,7769,5989,4,1,"0
"
87,6,5,80,false,samesize,3,green,big,wug,4,18,small,6/16/2019,14:20,8373,6623,4,2,"0
"
87,7,0,80,false,attncheck,3,green,big,wug,4,18,small,6/16/2019,14:20,8373,6623,4,2,"5
"
36,1,4,52,true,differentsizes,18,purple,small,wug,21,8,big,6/16/2019,16:49,10705,16416,4,1,"0
"
36,2,6,45,true,samesize,20,green,big,dax,3,16,small,6/16/2019,16:50,8426,9712,3,2,"0
"
36,3,5,100,false,samesize,24,green,small,gade,9,6,big,6/16/2019,16:50,10271,4314,4,2,"0
"
36,4,3,52,false,differentsizes,19,blue,small,toma,15,14,big,6/16/2019,16:50,12840,14521,3,2,"0
"
36,5,2,51,true,contrast,5,blue,small,sprock,12,11,big,6/16/2019,16:51,7777,5455,4,3,"0
"
36,6,1,50,false,contrast,2,green,big,blicket,13,17,small,6/16/2019,16:51,28474,7689,4,3,"0
"
36,7,0,50,false,attncheck,2,green,big,blicket,13,17,small,6/16/2019,16:51,28474,7689,4,3,"8
"
28,1,4,81,true,differentsizes,13,red,small,gade,6,1,big,6/16/2019,16:30,10715,7750,3,1,"0
"
28,2,6,50,true,samesize,10,blue,big,wug,12,21,small,6/16/2019,16:30,9802,3344,4,2,"0
"
28,3,5,84,false,samesize,7,blue,big,dax,17,2,small,6/16/2019,16:30,8321,2456,4,1,"0
"
28,4,3,87,false,differentsizes,5,blue,big,sprock,23,4,small,6/16/2019,16:31,8225,2683,4,2,"0
"
28,5,1,73,false,contrast,16,purple,big,toma,8,22,small,6/16/2019,16:31,7464,2797,4,3,"0
"
28,6,2,43,true,contrast,15,purple,big,blicket,20,9,small,6/16/2019,16:31,7104,3747,3,4,"0
"
28,7,0,43,true,attncheck,15,purple,big,blicket,20,9,small,6/16/2019,16:31,7104,3747,3,4,"6
"
83,1,5,50,false,samesize,6,green,small,sprock,8,24,big,6/16/2019,16:31,11987,17294,3,1,"0
"
83,2,3,50,false,differentsizes,10,red,big,dax,16,18,small,6/16/2019,16:31,10108,8103,4,2,"0
"
83,3,1,50,false,contrast,12,purple,small,blicket,11,23,big,6/16/2019,16:32,10212,7279,4,3,"0
"
83,4,4,50,true,differentsizes,22,green,small,toma,17,14,big,6/16/2019,16:32,10207,8955,3,2,"0
"
83,5,6,30,true,samesize,7,purple,small,gade,3,9,big,6/16/2019,16:32,13084,9213,4,1,"0
"
83,6,2,50,true,contrast,2,blue,small,wug,1,4,big,6/16/2019,16:33,10105,7854,3,4,"0
"
83,7,0,50,true,attncheck,2,blue,small,wug,1,4,big,6/16/2019,16:33,10105,7854,3,4,"8
"
56,1,6,54,true,samesize,20,red,big,sprock,13,5,small,6/16/2019,14:35,20739,21832,3,2,"0
"
56,2,1,61,false,contrast,17,blue,big,toma,18,6,small,6/16/2019,14:36,12956,17726,4,3,"0
"
56,3,2,26,true,contrast,1,purple,small,gade,12,10,big,6/16/2019,14:36,18525,15470,4,3,"0
"
56,4,4,73,true,differentsizes,21,green,big,wug,24,19,small,6/16/2019,14:37,11582,11030,4,2,"0
"
56,5,3,46,false,differentsizes,16,green,small,dax,3,23,big,6/16/2019,14:37,9620,9068,4,2,"0
"
56,6,5,50,false,samesize,22,purple,big,blicket,9,2,small,6/16/2019,14:37,9903,14631,4,1,"0
"
56,7,0,50,false,attncheck,22,purple,big,blicket,9,2,small,6/16/2019,14:37,9903,14631,4,1,"8
"
7,1,4,50,true,differentsizes,20,green,small,sprock,9,19,big,6/16/2019,16:24,12845,8714,4,1,"0
"
7,2,2,50,true,contrast,4,red,big,wug,10,18,small,6/16/2019,16:24,13696,4146,3,4,"0
"
7,3,5,67,false,samesize,8,purple,big,blicket,14,21,small,6/16/2019,16:25,18923,4288,3,1,"0
"
7,4,6,50,true,samesize,2,blue,small,gade,24,17,big,6/16/2019,16:25,11229,3922,4,1,"0
"
7,5,3,77,false,differentsizes,13,purple,big,toma,6,23,small,6/16/2019,16:25,7332,4897,3,1,"0
"
7,6,1,90,false,contrast,22,red,small,dax,5,1,big,6/16/2019,16:26,7389,5005,3,4,"0
"
7,7,0,90,false,attncheck,22,red,small,dax,5,1,big,6/16/2019,16:26,7389,5005,3,4,"7
"
40,1,1,50,false,contrast,3,purple,big,blicket,20,23,small,6/16/2019,14:19,11813,16843,3,4,"0
"
40,2,3,50,false,differentsizes,19,green,big,gade,8,4,small,6/16/2019,14:19,13021,8723,3,1,"0
"
40,3,4,20,true,differentsizes,2,green,big,toma,5,15,small,6/16/2019,14:20,10899,9840,4,1,"0
"
40,4,2,20,true,contrast,14,green,small,dax,11,6,big,6/16/2019,14:20,11151,8328,3,4,"0
"
40,5,6,25,true,samesize,24,purple,small,sprock,21,18,big,6/16/2019,14:20,10987,6292,4,1,"0
"
40,6,5,60,false,samesize,16,blue,big,wug,13,9,small,6/16/2019,14:21,10475,6171,4,1,"0
"
40,7,0,60,false,attncheck,16,blue,big,wug,13,9,small,6/16/2019,14:21,10475,6171,4,1,"8
"
67,1,4,55,true,differentsizes,12,green,small,gade,20,22,big,6/16/2019,15:24,8619,11471,3,2,"0
"
67,2,1,51,false,contrast,14,red,small,dax,21,17,big,6/16/2019,15:24,7363,2282,3,4,"0
"
67,3,5,20,false,samesize,10,red,big,toma,9,19,small,6/16/2019,15:24,7579,2325,3,2,"0
"
67,4,3,43,false,differentsizes,18,green,small,blicket,6,1,big,6/16/2019,15:25,7312,5812,3,1,"0
"
67,5,6,37,true,samesize,3,red,small,wug,5,13,big,6/16/2019,15:25,8279,3323,3,1,"0
"
67,6,2,54,true,contrast,23,blue,small,sprock,16,15,big,6/16/2019,15:25,23502,2397,4,3,"0
"
67,7,0,54,true,attncheck,23,blue,small,sprock,16,15,big,6/16/2019,15:25,23502,2397,4,3,"6
"
82,1,3,70,false,differentsizes,18,purple,big,toma,16,8,small,6/16/2019,16:25,12471,15450,3,1,"0
"
82,2,2,35,true,contrast,14,red,small,gade,23,11,big,6/16/2019,16:25,10659,10132,4,3,"0
"
82,3,1,43,false,contrast,7,purple,small,wug,5,9,big,6/16/2019,16:25,8702,6070,4,3,"0
"
82,4,6,26,true,samesize,12,purple,small,sprock,4,1,big,6/16/2019,16:26,8240,4087,4,1,"0
"
82,5,4,22,true,differentsizes,2,red,small,blicket,22,6,big,6/16/2019,16:26,7997,3850,4,1,"0
"
82,6,5,71,false,samesize,3,green,big,dax,24,13,small,6/16/2019,16:26,8501,3363,3,1,"0
"
82,7,0,71,false,attncheck,3,green,big,dax,24,13,small,6/16/2019,16:26,8501,3363,3,1,"8
"
32,1,4,18,true,differentsizes,19,green,small,blicket,13,9,big,6/16/2019,13:25,16862,17143,3,2,"0
"
32,2,6,44,true,samesize,14,purple,big,toma,17,6,small,6/16/2019,13:25,13471,21807,4,2,"0
"
32,3,2,27,true,contrast,5,red,big,sprock,23,21,small,6/16/2019,13:26,14814,9090,4,3,"0
"
32,4,3,73,false,differentsizes,24,purple,small,gade,18,12,big,6/16/2019,13:26,9400,8445,4,1,"0
"
32,5,1,79,false,contrast,15,green,big,dax,4,10,small,6/16/2019,13:26,7853,9394,4,3,"0
"
32,6,5,76,false,samesize,1,blue,big,wug,20,8,small,6/16/2019,13:27,8346,8978,3,1,"0
"
32,7,0,76,false,attncheck,1,blue,big,wug,20,8,small,6/16/2019,13:27,8346,8978,3,1,"6
"
112,1,1,51,false,contrast,3,purple,small,blicket,13,18,big,6/16/2019,16:32,21540,13601,4,3,"0
"
112,2,5,51,false,samesize,6,blue,small,dax,5,8,big,6/16/2019,16:33,10359,3160,3,1,"0
"
112,3,2,88,true,contrast,15,blue,big,gade,21,11,small,6/16/2019,16:33,10066,3269,3,4,"0
"
112,4,4,79,true,differentsizes,4,green,big,wug,7,20,small,6/16/2019,16:33,15812,2901,4,2,"0
"
112,5,3,73,false,differentsizes,23,blue,big,sprock,14,9,small,6/16/2019,16:33,9921,2398,3,1,"0
"
112,6,6,81,true,samesize,24,green,big,toma,10,17,small,6/16/2019,16:34,9132,1888,4,2,"0
"
112,7,0,81,true,attncheck,24,green,big,toma,10,17,small,6/16/2019,16:34,9132,1888,4,2,"6
"
54,1,5,60,false,samesize,24,green,small,blicket,1,20,big,6/16/2019,13:21,15359,19073,4,2,"0
"
54,2,1,50,false,contrast,2,purple,small,toma,5,22,big,6/16/2019,13:22,8116,6700,3,4,"0
"
54,3,6,50,true,samesize,19,green,small,dax,14,15,big,6/16/2019,13:22,7882,10243,3,1,"0
"
54,4,3,60,false,differentsizes,13,blue,small,sprock,10,3,big,6/16/2019,13:22,7193,6196,3,1,"0
"
54,5,4,75,true,differentsizes,21,red,small,gade,4,11,big,6/16/2019,13:23,9284,8836,3,2,"0
"
54,6,2,60,true,contrast,6,green,big,wug,9,7,small,6/16/2019,13:23,7228,8403,4,3,"0
"
54,7,0,60,true,attncheck,6,green,big,wug,9,7,small,6/16/2019,13:23,7228,8403,4,3,"8
"
3,1,1,26,false,contrast,17,red,big,dax,22,21,small,6/16/2019,13:28,28326,29119,4,3,"0
"
3,2,3,33,false,differentsizes,24,green,big,toma,15,10,small,6/16/2019,13:29,19741,10727,4,2,"0
"
3,3,6,25,true,samesize,11,purple,small,gade,18,13,big,6/16/2019,13:30,17722,11134,4,1,"0
"
3,4,5,40,false,samesize,9,purple,small,wug,12,6,big,6/16/2019,13:30,11112,8432,4,2,"0
"
3,5,2,50,true,contrast,3,purple,small,sprock,20,19,big,6/16/2019,13:30,9908,6316,3,4,"0
"
3,6,4,50,true,differentsizes,2,green,small,blicket,23,1,big,6/16/2019,13:30,9582,6989,4,2,"0
"
3,7,0,50,true,attncheck,2,green,small,blicket,23,1,big,6/16/2019,13:30,9582,6989,4,2,"6
"
17,1,6,55,true,samesize,16,red,big,sprock,4,21,small,6/16/2019,16:29,36381,41479,4,2,"0
"
17,2,5,73,false,samesize,14,purple,big,dax,9,3,small,6/16/2019,16:30,9513,6238,3,2,"0
"
17,3,3,76,false,differentsizes,7,blue,big,gade,1,8,small,6/16/2019,16:30,8212,4340,4,1,"0
"
17,4,4,73,true,differentsizes,23,red,small,blicket,15,10,big,6/16/2019,16:30,13424,4301,4,1,"0
"
17,5,1,73,false,contrast,5,blue,big,wug,11,12,small,6/16/2019,16:30,9378,5596,3,4,"0
"
17,6,2,72,true,contrast,24,purple,big,toma,18,22,small,6/16/2019,16:31,9092,3449,4,3,"0
"
17,7,0,72,true,attncheck,24,purple,big,toma,18,22,small,6/16/2019,16:31,9092,3449,4,3,"5
"
109,1,3,53,false,differentsizes,20,red,big,gade,13,19,small,6/16/2019,16:20,10938,8865,4,1,"0
"
109,2,6,42,true,samesize,4,green,small,toma,1,22,big,6/16/2019,16:21,8454,5280,3,2,"0
"
109,3,5,62,false,samesize,3,red,small,wug,21,11,big,6/16/2019,16:21,7593,2858,3,2,"0
"
109,4,2,40,true,contrast,8,red,big,sprock,12,7,small,6/16/2019,16:21,7140,3359,3,4,"0
"
109,5,4,39,true,differentsizes,14,purple,big,blicket,2,23,small,6/16/2019,16:21,6523,2341,4,2,"0
"
109,6,1,68,false,contrast,24,purple,big,dax,17,10,small,6/16/2019,16:21,8577,4526,4,3,"0
"
109,7,0,68,false,attncheck,24,purple,big,dax,17,10,small,6/16/2019,16:21,8577,4526,4,3,"5
"
